ID	name	type	state	intNum	group	affected_organism
DB08141	4-{[(2,6-difluorophenyl)carbonyl]amino}-N-[(3S)-piperidin-3-yl]-1H-pyrazole-3-carboxamide	small molecule	solid	0	experimental	unknown
DB08142	AT-7519	small molecule	solid	0	investigational	unknown
DB08143	5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE	small molecule	solid	0	experimental	unknown
DB08144	6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine	small molecule	solid	0	experimental	unknown
DB08145	6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE	small molecule	solid	0	experimental	unknown
DB08146	7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine	small molecule	solid	0	experimental	unknown
DB08147	4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid	small molecule	solid	0	experimental	unknown
DB08148	1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine	small molecule	solid	0	experimental	unknown
DB08149	1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine	small molecule	solid	0	experimental	unknown
DB08150	4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium	small molecule	solid	0	experimental	unknown
DB08151	(5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-phenyl-1,6-dioxa-2-azaspiro[4.5]dec-2-ene-8,9,10-triol	small molecule	solid	0	experimental	unknown
DB08152	{(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate	small molecule	solid	0	experimental	unknown
DB08153	(5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE	small molecule	solid	0	experimental	unknown
DB08154	3-chloro-5-[2-chloro-5-(1H-indazol-3-ylmethoxy)phenoxy]benzonitrile	small molecule	solid	0	experimental	unknown
DB08155	N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE	small molecule	solid	0	experimental	unknown
DB08156	3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID	small molecule	solid	0	experimental	unknown
DB08157	ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE	small molecule	solid	0	experimental	unknown
DB08158	2,4-DINITROPHENYL 2-DEOXY-2-FLUORO-BETA-D-MANNOPYRANOSIDE	small molecule	solid	0	experimental	unknown
DB08159	4-(5,11-DIOXO-5H-INDENO[1,2-C]ISOQUINOLIN-6(11H)-YL)BUTANOATE	small molecule	solid	0	experimental	unknown
DB08160	(2S)-2-AMINO-4-(METHYLSULFANYL)-1-(1,3-THIAZOL-2-YL)BUTANE-1,1-DIOL	small molecule	solid	0	experimental	unknown
DB08161	(S)-2-(MERCAPTOMETHYL)-5-PHENYLPENTANOIC ACID	small molecule	solid	0	experimental	unknown
DB08162	Fasudil	small molecule	solid	491	investigational	unknown
DB08163	5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine	small molecule	solid	0	experimental	unknown
DB08164	(3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE	small molecule	solid	0	experimental	unknown
DB08165	indane-5-sulfonamide	small molecule	solid	0	experimental	unknown
DB08166	(4R)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile	small molecule	solid	0	experimental	unknown
DB08167	Methylthioninium	small molecule	solid	242	experimental	unknown
DB08168	Coumarin 120	small molecule	solid	0	experimental	unknown
DB08169	(2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide	small molecule	solid	0	experimental	unknown
DB08170	(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE	small molecule	solid	0	experimental	unknown
DB08171	11-MERCAPTOUNDECANOIC ACID	small molecule	solid	0	experimental	unknown
DB08172	(2Z)-N-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide	small molecule	solid	0	experimental	unknown
DB08173	5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE	small molecule	solid	0	experimental	unknown
DB08174	5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE	small molecule	solid	0	experimental	unknown
DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID	small molecule	solid	0	experimental	unknown
DB08176	(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE	small molecule	solid	0	experimental	unknown
DB08177	(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID	small molecule	solid	0	experimental	unknown
DB08178	4-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	small molecule	solid	0	experimental	unknown
DB08179	methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate	small molecule	solid	0	experimental	unknown
DB08180	2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE	small molecule	solid	0	experimental	unknown
DB08181	2-((3'-METHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID	small molecule	solid	0	experimental	unknown
DB08182	4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	small molecule	solid	0	experimental	unknown
DB08184	2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE	small molecule	solid	0	experimental	unknown
DB08185	2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE	small molecule	solid	0	experimental	unknown
DB08186	(3E)-4-(1-METHYL-1H-INDOL-3-YL)BUT-3-EN-2-ONE	small molecule	solid	0	experimental	unknown
DB08187	N-Methylphenylalanyl-N-[(trans-4-aminocyclohexyl)methyl]-L-prolinamide	small molecule	solid	0	experimental	unknown
DB08188	Emivirine	small molecule	solid	12	investigational	unknown
DB08190	N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide	small molecule	solid	0	experimental	unknown
DB08191	4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid	small molecule	solid	0	experimental	unknown
DB08192	2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE	small molecule	solid	0	experimental	unknown
DB08193	2-(3-NITROPHENYL)ACETIC ACID	small molecule	solid	0	experimental	unknown
DB08194	4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine	small molecule	solid	0	experimental	unknown
DB08195	(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE	small molecule	solid	0	experimental	unknown
DB08196	2-((3',5'-DIMETHOXY-4'-HYDROXYPHENYL)AZO)BENZOIC ACID	small molecule	solid	0	experimental	unknown
DB08197	(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime	small molecule	solid	0	experimental	unknown
DB08198	[(4R)-4-(3-HYDROXYPHENYL)-1,6-DIMETHYL-2-THIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL](PHENYL)METHANONE	small molecule	solid	0	experimental	unknown
DB08199	N-[(BENZYLOXY)CARBONYL]-L-CYSTEINYLGLYCINE	small molecule	solid	0	experimental	unknown
DB08200	(1R)-menthyl hexyl phosphonate group	small molecule	solid	0	experimental	unknown
DB08201	(1S)-menthyl hexyl phosphonate group	small molecule	solid	0	experimental	unknown
DB08202	4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE	small molecule	solid	0	experimental	unknown
DB08203	7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE	small molecule	solid	0	experimental	unknown
DB08204	3-DIPHENOL-6-NITRO-3H-BENZO[DE]ISOCHROMEN-1-ONE	small molecule	solid	0	experimental	unknown
DB08205	4-(1,3-BENZOXAZOL-2-YL)-2,6-DIMETHYLPHENOL	small molecule	solid	0	experimental	unknown
DB08206	4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL	small molecule	solid	0	experimental	unknown
DB08207	2-(3,5-DIMETHYLPHENYL)-1,3-BENZOXAZOLE	small molecule	solid	0	experimental	unknown
DB08208	2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE	small molecule	solid	0	experimental	unknown
DB08209	Methyl red	small molecule	solid	0	experimental	unknown
DB08210	2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE	small molecule	solid	0	experimental	unknown
DB08211	5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide	small molecule	solid	0	experimental	unknown
DB08212	1-[2-(3-ACETYL-2-HYDROXY-6-METHOXY-PHENYL)-CYCLOPROPYL]-3-(5-CYANO-PYRIDIN-2-YL)-THIOUREA	small molecule	solid	0	experimental	unknown
DB08213	1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE	small molecule	solid	0	experimental	unknown
DB08214	4-(1H-IMIDAZOL-1-YL)PHENOL	small molecule	solid	0	experimental	unknown
DB08215	Terbutryn	small molecule	solid	0	experimental	unknown
DB08216	2-((3'-TERTBUTYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID	small molecule	solid	0	experimental	unknown
DB08217	S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate	small molecule	solid	0	experimental	unknown
DB08218	HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM	small molecule	solid	0	experimental	unknown
DB08219	4-Methyl-5-[(2Z)-2-{[4-(4-morpholinyl)phenyl]imino}-2,5-dihydro-4-pyrimidinyl]-1,3-thiazol-2-amine	small molecule	solid	0	experimental	unknown
DB08220	(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid	small molecule	solid	0	experimental	unknown
DB08221	N-{4-METHYL-3-[(3-PYRIMIDIN-4-YLPYRIDIN-2-YL)AMINO]PHENYL}-3-(TRIFLUOROMETHYL)BENZAMIDE	small molecule	solid	0	experimental	unknown
DB08222	METHOXYUNDECYLPHOSPHINIC ACID	small molecule	solid	0	experimental	unknown
DB08223	N-{(1S,2R)-1-BENZYL-3-[(CYCLOPROPYLMETHYL)(2-FURYLSULFONYL)AMINO]-2-HYDROXYPROPYL}-N'-METHYLSUCCINAMIDE	small molecule	solid	0	experimental	unknown
DB08224	(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL	small molecule	solid	0	experimental	unknown
DB08226	Myxopyronin B	small molecule	solid	0	experimental	unknown
DB08227	1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE	small molecule	solid	0	experimental	unknown
DB08228	5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one	small molecule	solid	0	experimental	unknown
DB08229	[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid	small molecule	solid	0	experimental	unknown
DB08230	Tricetin	small molecule	solid	0	experimental	unknown
DB08231	Myristic acid	small molecule	solid	0	experimental	unknown
DB08232	[5-(5-Amino-1H-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid	small molecule	solid	0	experimental	unknown
DB08233	6-CYCLOHEXYLMETHYLOXY-2-(4'-HYDROXYANILINO)PURINE	small molecule	solid	0	experimental	unknown
DB08234	5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine	small molecule	solid	0	experimental	unknown
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	small molecule	solid	0	experimental	unknown
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one	small molecule	solid	0	experimental	unknown
DB08237	2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate)	small molecule	solid	0	experimental	unknown
DB08238	5-aminonaphthalene-2-sulfonic acid	small molecule	solid	0	experimental	unknown
DB08239	(2S)-4-(2,5-DIFLUOROPHENYL)-N-METHYL-2-PHENYL-N-PIPERIDIN-4-YL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE	small molecule	solid	0	experimental	unknown
DB08240	N-(4-CHLOROPHENYL)-3-(PHOSPHONOOXY)NAPHTHALENE-2-CARBOXAMIDE	small molecule	solid	0	experimental	unknown
DB08241	4-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)--BENZAMIDE	small molecule	solid	0	experimental	unknown
DB08242	N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide	small molecule	solid	0	experimental	unknown
DB08244	(1S)-1-CYCLOPROPYL-2-[(2S)-4-(2,5-DIFLUOROPHENYL)-2-PHENYL-2,5-DIHYDRO-1H-PYRROL-1-YL]-2-OXOETHANAMINE	small molecule	solid	0	experimental	unknown
DB08245	1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-5-NITRO-1H-INDOLE	small molecule	solid	0	experimental	unknown
DB08246	(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE	small molecule	solid	0	experimental	unknown
DB08247	6-(CYCLOHEXYLMETHOXY)-8-ISOPROPYL-9H-PURIN-2-AMINE	small molecule	solid	0	experimental	unknown
DB08248	3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE	small molecule	solid	0	experimental	unknown
DB08249	3,6,9,12,15-PENTAOXATRICOSAN-1-OL	small molecule	solid	0	experimental	unknown
DB08250	(5S)-5-(3-AMINOPROPYL)-3-(2,5-DIFLUOROPHENYL)-N-ETHYL-5-PHENYL-4,5-DIHYDRO-1H-PYRAZOLE-1-CARBOXAMIDE	small molecule	solid	0	experimental	unknown
DB08251	4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID	small molecule	solid	0	experimental	unknown
DB08252	2-((4'-HYDROXYNAPHTHYL)-AZO)BENZOIC ACID	small molecule	solid	0	experimental	unknown
DB08253	NAM NAPTHYLAMINOALANINE	small molecule	solid	0	experimental	unknown
DB08254	2-Naphthalenesulfonic acid	small molecule	solid	0	experimental	unknown
DB08255	(3AR,5R,6S,7R,7AR)-5-(HYDROXYMETHYL)-2-PROPYL-5,6,7,7A-TETRAHYDRO-3AH-PYRANO[3,2-D][1,3]THIAZOLE-6,7-DIOL	small molecule	solid	0	experimental	unknown
DB08256	N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE	small molecule	solid	0	experimental	unknown
DB08257	4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID	small molecule	solid	0	experimental	unknown
DB08258	6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID	small molecule	solid	0	experimental	unknown
DB08259	7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID	small molecule	solid	0	experimental	unknown
DB08260	(1S,2R,3S,4R,5R)-2,3,4-trihydroxy-N-octyl-6-oxa-8-azabicyclo[3.2.1]octane-8-carbothioamide	small molecule	solid	0	experimental	unknown
DB08261	2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester	small molecule	solid	0	experimental	unknown
DB08262	2,6-dicarboxynaphthalene	small molecule	solid	0	experimental	unknown
DB08263	N-(carboxycarbonyl)-D-phenylalanine	small molecule	solid	0	experimental	unknown
DB08264	(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene	small molecule	solid	0	experimental	unknown
DB08265	2-(TOLUENE-4-SULFONYL)-2H-BENZO[D][1,2,3]DIAZABORININ-1-OL	small molecule	solid	0	experimental	unknown
DB08266	Methyl [(1E,5R)-5-{3-[(2E,4E)-2,5-dimethyl-2,4-octadienoyl]-2,4-dioxo-3,4-dihydro-2H-pyran-6-yl}hexylidene]carbamate	small molecule	solid	0	experimental	unknown
DB08267	6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	small molecule	solid	0	experimental	unknown
DB08268	6-AMINO-4-[2-(4-METHYLPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE	small molecule	solid	0	experimental	unknown
DB08270	N-(2-AMINOETHYL)-N~2~-{(1S)-1-[4'-(AMINOSULFONYL)BIPHENYL-4-YL]-2,2,2-TRIFLUOROETHYL}-L-LEUCINAMIDE	small molecule	solid	0	experimental	unknown
DB08271	N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID	small molecule	solid	0	experimental	unknown
DB08272	(4S)-4-(2-NAPHTHYLMETHYL)-D-GLUTAMIC ACID	small molecule	solid	0	experimental	unknown
DB08273	4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION	small molecule	solid	0	experimental	unknown
DB08274	6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE	small molecule	solid	0	experimental	unknown
DB08275	N-DODECANOYL-L-TYROSINE	small molecule	solid	0	experimental	unknown
DB08276	trifluoro-[hydroxy-[hydroxy-[2-(N-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-)	small molecule	solid	0	experimental	unknown
DB08277	2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE	small molecule	solid	0	experimental	unknown
DB08278	1-(2-cyclopropylethyl)-3-(1,1-dioxo-2H-1,2,4-benzothiadiazin-3-yl)-6-fluoro-4-hydroxy-2(1H)-quinolinone	small molecule	solid	0	experimental	unknown
DB08279	3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID	small molecule	solid	0	experimental	unknown
DB08280	(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE	small molecule	solid	0	experimental	unknown
DB08281	O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-bromophenyl)thiocarbamate	small molecule	solid	0	experimental	unknown
DB08282	O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-chlorophenyl)thiocarbamate	small molecule	solid	0	experimental	unknown
DB08283	(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL	small molecule	solid	0	experimental	unknown
DB08284	O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-iodophenyl)thiocarbamate	small molecule	solid	0	experimental	unknown
DB08285	(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol	small molecule	solid	0	experimental	unknown
DB08286	1-Naphthoxyacetic acid	small molecule	solid	0	experimental	unknown
DB08287	(1R,2R)-N-(2-Aminoethyl)-2-{[(4-methoxyphenyl)sulfonyl]methyl}cyclohexanecarboxamide	small molecule	solid	0	experimental	unknown
DB08288	CYCLOHEXYL-NORSTATINE	small molecule	solid	0	experimental	unknown
DB08289	N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM-N-OXIDE	small molecule	solid	0	experimental	unknown
DB08291	N-(3-AMINOPROPYL)-2-NITROBENZENAMINE	small molecule	solid	0	experimental	unknown
DB08292	(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE	small molecule	solid	0	experimental	unknown
DB08293	(5E)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE	small molecule	solid	0	experimental	unknown
DB08294	2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID	small molecule	solid	0	experimental	unknown
DB08295	4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION	small molecule	solid	0	experimental	unknown
DB08296	5-(PARA-NITROPHENYL PHOSPHONATE)-PENTANOIC ACID	small molecule	solid	0	experimental	unknown
DB08297	ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE	small molecule	solid	0	experimental	unknown
DB08299	4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid	small molecule	solid	0	experimental	unknown
DB08300	1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine	small molecule	solid	0	experimental	unknown
DB08301	N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE	small molecule	solid	0	experimental	unknown
DB08302	3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid	small molecule	solid	0	experimental	unknown
DB08303	(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide	small molecule	solid	0	experimental	unknown
DB08304	(3R)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide	small molecule	solid	0	experimental	unknown
DB08305	(3R)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide	small molecule	solid	0	experimental	unknown
DB08306	3-[(3-Nitrophenyl)sulfamoyl]-2-thiophenecarboxylic acid	small molecule	solid	0	experimental	unknown
DB08307	2-{HYDROXY[2-NITRO-4-(TRIFLUOROMETHYL)PHENYL]METHYLENE}CYCLOHEXANE-1,3-DIONE	small molecule	solid	0	experimental	unknown
DB08308	SUCCINIC ACID MONO-(13-METHYL-3-OXO-2,3,6,7,8,9,10,11,12,13,14,15,16,17-TETRADECAHYDRO-1H-CYCLOPENTA[A]PHENANTHREN-17-YL) ESTER	small molecule	solid	0	experimental	unknown
DB08309	3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL	small molecule	solid	0	experimental	unknown
DB08310	N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide	small molecule	solid	0	experimental	unknown
DB08312	6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE	small molecule	solid	0	experimental	unknown
DB08313	Nocodazole	small molecule	solid	5	experimental	unknown
DB08314	(2-AMINO-1,3-OXAZOL-5-YL)-(3-BROMOPHENYL)METHANONE	small molecule	solid	0	experimental	unknown
DB08315	2-AMINO-N,N-BIS(PHENYLMETHYL)-1,3-OXAZOLE-5-CARBOXAMIDE	small molecule	solid	0	experimental	unknown
DB08316	4-amino-7,7-dimethyl-7,8-dihydroquinazolin-5(6H)-one	small molecule	solid	0	experimental	unknown
DB08317	5-methyl-6-phenylquinazoline-2,4-diamine	small molecule	solid	0	experimental	unknown
DB08318	6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine	small molecule	solid	0	experimental	unknown
DB08319	2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID	small molecule	solid	0	experimental	unknown
DB08320	DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE	small molecule	solid	0	experimental	unknown
DB08321	(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol	small molecule	solid	0	experimental	unknown
DB08322	2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID	small molecule	solid	0	experimental	unknown
DB08323	3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE	small molecule	solid	0	experimental	unknown
DB08324	N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE	small molecule	solid	0	experimental	unknown
DB08325	2-({6-[(3-Chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)ethanol	small molecule	solid	0	experimental	unknown
DB08326	2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE	small molecule	solid	0	experimental	unknown
DB08327	Homogentisic acid	small molecule	solid	0	experimental	unknown
DB08328	PANTOTHENYL-AMINOETHANOL-11-PIVALIC ACID	small molecule	solid	0	experimental	unknown
DB08329	Sulthiame	small molecule	solid	855	experimental	unknown
DB08330	METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE	small molecule	solid	0	experimental	unknown
DB08331	N-1H-imidazol-2-yl-N'-[4-(1H-imidazol-2-ylamino)phenyl]benzene-1,4-diamine	small molecule	solid	0	experimental	unknown
DB08332	9-(2-carboxyethyl)-10-methylanthracene endoperoxide	small molecule	solid	0	experimental	unknown
DB08333	4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME	small molecule	solid	0	experimental	unknown
DB08334	3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME	small molecule	solid	0	experimental	unknown
DB08335	4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME	small molecule	solid	0	experimental	unknown
