DrugName,GeneTarget,Num,PathwayID,PathwayName
alcohol,SLC29A1,1,hsa05034,alcoholism
alcohol,KCNJ5,9,hsa04713;hsa04723;hsa04726;hsa04728;hsa04915;hsa04921;hsa04925;hsa04929;hsa05032,circadian entrainment;retrograde endocannabinoid signaling;serotonergic synapse;dopaminergic synapse;estrogen signaling pathway;oxytocin signaling pathway;aldosterone synthesis and secretion;gnrh secretion;morphine addiction
alcohol,CHRNA7,5,hsa04020;hsa04080;hsa04725;hsa05033;hsa05204,calcium signaling pathway;neuroactive ligand-receptor interaction;cholinergic synapse;nicotine addiction;chemical carcinogenesis
alcohol,CHRNA9,1,hsa04080,neuroactive ligand-receptor interaction
alcohol,GABRB1,6,hsa04080;hsa04723;hsa04726;hsa04727;hsa05032;hsa05033,neuroactive ligand-receptor interaction;retrograde endocannabinoid signaling;serotonergic synapse;gabaergic synapse;morphine addiction;nicotine addiction
alcohol,GABRB3,6,hsa04080;hsa04723;hsa04726;hsa04727;hsa05032;hsa05033,neuroactive ligand-receptor interaction;retrograde endocannabinoid signaling;serotonergic synapse;gabaergic synapse;morphine addiction;nicotine addiction
alcohol,GABRB2,6,hsa04080;hsa04723;hsa04726;hsa04727;hsa05032;hsa05033,neuroactive ligand-receptor interaction;retrograde endocannabinoid signaling;serotonergic synapse;gabaergic synapse;morphine addiction;nicotine addiction
alcohol,CACNA1S,24,hsa04010;hsa04020;hsa04022;hsa04024;hsa04260;hsa04261;hsa04270;hsa04723;hsa04725;hsa04726;hsa04727;hsa04911;hsa04912;hsa04921;hsa04924;hsa04925;hsa04927;hsa04929;hsa04934;hsa04935;hsa05010;hsa05410;hsa05412;hsa05414,"mapk signaling pathway;calcium signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;cardiac muscle contraction;adrenergic signaling in cardiomyocytes;vascular smooth muscle contraction;retrograde endocannabinoid signaling;cholinergic synapse;serotonergic synapse;gabaergic synapse;insulin secretion;gnrh signaling pathway;oxytocin signaling pathway;renin secretion;aldosterone synthesis and secretion;cortisol synthesis and secretion;gnrh secretion;cushing syndrome;growth hormone synthesis, secretion and action;alzheimer disease;hypertrophic cardiomyopathy ;arrhythmogenic right ventricular cardiomyopathy ;dilated cardiomyopathy "
alcohol,CACNA1D,32,hsa04010;hsa04020;hsa04022;hsa04024;hsa04218;hsa04260;hsa04261;hsa04270;hsa04530;hsa04713;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04911;hsa04912;hsa04921;hsa04924;hsa04925;hsa04927;hsa04929;hsa04930;hsa04934;hsa04935;hsa04973;hsa05010;hsa05031;hsa05410;hsa05412;hsa05414,"mapk signaling pathway;calcium signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;cellular senescence;cardiac muscle contraction;adrenergic signaling in cardiomyocytes;vascular smooth muscle contraction;tight junction;circadian entrainment;retrograde endocannabinoid signaling;glutamatergic synapse;cholinergic synapse;serotonergic synapse;gabaergic synapse;dopaminergic synapse;insulin secretion;gnrh signaling pathway;oxytocin signaling pathway;renin secretion;aldosterone synthesis and secretion;cortisol synthesis and secretion;gnrh secretion;type ii diabetes mellitus;cushing syndrome;growth hormone synthesis, secretion and action;carbohydrate digestion and absorption;alzheimer disease;amphetamine addiction;hypertrophic cardiomyopathy ;arrhythmogenic right ventricular cardiomyopathy ;dilated cardiomyopathy "
alcohol,CHRNB4,2,hsa04080;hsa04725,neuroactive ligand-receptor interaction;cholinergic synapse
alcohol,CHRNA3,2,hsa04080;hsa04725,neuroactive ligand-receptor interaction;cholinergic synapse
alcohol,CHRNA5,1,hsa04080,neuroactive ligand-receptor interaction
alcohol,CHRNA6,3,hsa04080;hsa04725;hsa05033,neuroactive ligand-receptor interaction;cholinergic synapse;nicotine addiction
alcohol,CHRNB3,1,hsa04080,neuroactive ligand-receptor interaction
alcohol,GABRG1,5,hsa04080;hsa04723;hsa04727;hsa05032;hsa05033,neuroactive ligand-receptor interaction;retrograde endocannabinoid signaling;gabaergic synapse;morphine addiction;nicotine addiction
alcohol,GABRG3,5,hsa04080;hsa04723;hsa04727;hsa05032;hsa05033,neuroactive ligand-receptor interaction;retrograde endocannabinoid signaling;gabaergic synapse;morphine addiction;nicotine addiction
alcohol,GABRE,5,hsa04080;hsa04723;hsa04727;hsa05032;hsa05033,neuroactive ligand-receptor interaction;retrograde endocannabinoid signaling;gabaergic synapse;morphine addiction;nicotine addiction
alcohol,GABRP,5,hsa04080;hsa04723;hsa04727;hsa05032;hsa05033,neuroactive ligand-receptor interaction;retrograde endocannabinoid signaling;gabaergic synapse;morphine addiction;nicotine addiction
alcohol,GABRQ,5,hsa04080;hsa04723;hsa04727;hsa05032;hsa05033,neuroactive ligand-receptor interaction;retrograde endocannabinoid signaling;gabaergic synapse;morphine addiction;nicotine addiction
alcohol,GABRD,5,hsa04080;hsa04723;hsa04727;hsa05032;hsa05033,neuroactive ligand-receptor interaction;retrograde endocannabinoid signaling;gabaergic synapse;morphine addiction;nicotine addiction
alcohol,SLC29A2,1,hsa05034,alcoholism
alcohol,CACNG2,7,hsa04010;hsa04260;hsa04261;hsa04921;hsa05410;hsa05412;hsa05414,mapk signaling pathway;cardiac muscle contraction;adrenergic signaling in cardiomyocytes;oxytocin signaling pathway;hypertrophic cardiomyopathy ;arrhythmogenic right ventricular cardiomyopathy ;dilated cardiomyopathy 
alcohol,KCNJ9,8,hsa04713;hsa04723;hsa04726;hsa04728;hsa04915;hsa04921;hsa04929;hsa05032,circadian entrainment;retrograde endocannabinoid signaling;serotonergic synapse;dopaminergic synapse;estrogen signaling pathway;oxytocin signaling pathway;gnrh secretion;morphine addiction
alcohol,L1CAM,2,hsa04360;hsa04514,axon guidance;cell adhesion molecules 
alcohol,HTR3B,2,hsa04726;hsa04742,serotonergic synapse;taste transduction
alcohol,HTR3C,2,hsa04726;hsa04742,serotonergic synapse;taste transduction
alcohol,HTR3D,2,hsa04726;hsa04742,serotonergic synapse;taste transduction
alcohol,HTR3E,2,hsa04726;hsa04742,serotonergic synapse;taste transduction
selumetinib,MAP2K1,84,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04114;hsa04140;hsa04150;hsa04151;hsa04210;hsa04218;hsa04270;hsa04370;hsa04371;hsa04380;hsa04510;hsa04540;hsa04550;hsa04620;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04928;hsa04929;hsa04934;hsa04935;hsa05020;hsa05034;hsa05135;hsa05160;hsa05161;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235,"egfr tyrosine kinase inhibitor resistance;endocrine resistance;mapk signaling pathway;erbb signaling pathway;ras signaling pathway;rap1 signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;chemokine signaling pathway;hif-1 signaling pathway;foxo signaling pathway;sphingolipid signaling pathway;phospholipase d signaling pathway;oocyte meiosis;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;apoptosis;cellular senescence;vascular smooth muscle contraction;vegf signaling pathway;apelin signaling pathway;osteoclast differentiation;focal adhesion;gap junction;signaling pathways regulating pluripotency of stem cells;toll-like receptor signaling pathway;natural killer cell mediated cytotoxicity;t cell receptor signaling pathway;b cell receptor signaling pathway;fc epsilon ri signaling pathway;fc gamma r-mediated phagocytosis;tnf signaling pathway;long-term potentiation;neurotrophin signaling pathway;cholinergic synapse;serotonergic synapse;long-term depression;regulation of actin cytoskeleton;insulin signaling pathway;gnrh signaling pathway;progesterone-mediated oocyte maturation;estrogen signaling pathway;melanogenesis;prolactin signaling pathway;thyroid hormone signaling pathway;oxytocin signaling pathway;relaxin signaling pathway;parathyroid hormone synthesis, secretion and action;gnrh secretion;cushing syndrome;growth hormone synthesis, secretion and action;prion diseases;alcoholism;yersinia infection;hepatitis c;hepatitis b;human cytomegalovirus infection;influenza a;human papillomavirus infection;human t-cell leukemia virus 1 infection;kaposi sarcoma-associated herpesvirus infection;human immunodeficiency virus 1 infection;pathways in cancer;proteoglycans in cancer;micrornas in cancer;colorectal cancer;renal cell carcinoma;pancreatic cancer;endometrial cancer;glioma;prostate cancer;thyroid cancer;melanoma;bladder cancer;chronic myeloid leukemia;acute myeloid leukemia;non-small cell lung cancer;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer"
selumetinib,MAP2K2,72,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04066;hsa04068;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04210;hsa04218;hsa04270;hsa04370;hsa04371;hsa04540;hsa04550;hsa04620;hsa04650;hsa04660;hsa04662;hsa04664;hsa04720;hsa04722;hsa04730;hsa04810;hsa04910;hsa04912;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04934;hsa04935;hsa05020;hsa05135;hsa05160;hsa05161;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05205;hsa05206;hsa05210;hsa05211;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235,"egfr tyrosine kinase inhibitor resistance;endocrine resistance;mapk signaling pathway;erbb signaling pathway;ras signaling pathway;rap1 signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;hif-1 signaling pathway;foxo signaling pathway;sphingolipid signaling pathway;phospholipase d signaling pathway;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;apoptosis;cellular senescence;vascular smooth muscle contraction;vegf signaling pathway;apelin signaling pathway;gap junction;signaling pathways regulating pluripotency of stem cells;toll-like receptor signaling pathway;natural killer cell mediated cytotoxicity;t cell receptor signaling pathway;b cell receptor signaling pathway;fc epsilon ri signaling pathway;long-term potentiation;neurotrophin signaling pathway;long-term depression;regulation of actin cytoskeleton;insulin signaling pathway;gnrh signaling pathway;estrogen signaling pathway;melanogenesis;prolactin signaling pathway;thyroid hormone signaling pathway;oxytocin signaling pathway;relaxin signaling pathway;gnrh secretion;cushing syndrome;growth hormone synthesis, secretion and action;prion diseases;yersinia infection;hepatitis c;hepatitis b;human cytomegalovirus infection;influenza a;human papillomavirus infection;human t-cell leukemia virus 1 infection;kaposi sarcoma-associated herpesvirus infection;human immunodeficiency virus 1 infection;pathways in cancer;proteoglycans in cancer;micrornas in cancer;colorectal cancer;renal cell carcinoma;endometrial cancer;glioma;prostate cancer;thyroid cancer;melanoma;bladder cancer;chronic myeloid leukemia;acute myeloid leukemia;non-small cell lung cancer;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer"
azd-8055,MTOR,44,hsa01521;hsa01522;hsa04012;hsa04066;hsa04072;hsa04136;hsa04140;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04218;hsa04371;hsa04630;hsa04659;hsa04714;hsa04910;hsa04919;hsa04920;hsa04930;hsa04931;hsa04935;hsa05017;hsa05131;hsa05163;hsa05165;hsa05167;hsa05168;hsa05170;hsa05200;hsa05205;hsa05206;hsa05210;hsa05212;hsa05214;hsa05215;hsa05221;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235,"egfr tyrosine kinase inhibitor resistance;endocrine resistance;erbb signaling pathway;hif-1 signaling pathway;phospholipase d signaling pathway;autophagy - other;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;longevity regulating pathway;longevity regulating pathway - multiple species;cellular senescence;apelin signaling pathway;jak-stat signaling pathway;th17 cell differentiation;thermogenesis;insulin signaling pathway;thyroid hormone signaling pathway;adipocytokine signaling pathway;type ii diabetes mellitus;insulin resistance;growth hormone synthesis, secretion and action;spinocerebellar ataxia;shigellosis;human cytomegalovirus infection;human papillomavirus infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;human immunodeficiency virus 1 infection;pathways in cancer;proteoglycans in cancer;micrornas in cancer;colorectal cancer;pancreatic cancer;glioma;prostate cancer;acute myeloid leukemia;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer"
avrainvillamide-analog-3,NPM1,0,,
linsitinib,IGF1R,29,hsa01521;hsa01522;hsa04010;hsa04014;hsa04015;hsa04066;hsa04068;hsa04114;hsa04140;hsa04144;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04510;hsa04520;hsa04550;hsa04730;hsa04913;hsa04914;hsa05200;hsa05202;hsa05205;hsa05214;hsa05215;hsa05218;hsa05224;hsa05225,egfr tyrosine kinase inhibitor resistance;endocrine resistance;mapk signaling pathway;ras signaling pathway;rap1 signaling pathway;hif-1 signaling pathway;foxo signaling pathway;oocyte meiosis;autophagy - animal;endocytosis;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;longevity regulating pathway;longevity regulating pathway - multiple species;focal adhesion;adherens junction;signaling pathways regulating pluripotency of stem cells;long-term depression;ovarian steroidogenesis;progesterone-mediated oocyte maturation;pathways in cancer;transcriptional misregulation in cancer;proteoglycans in cancer;glioma;prostate cancer;melanoma;breast cancer;hepatocellular carcinoma
fluocinolone acetonide,NR3C1,1,hsa04080,neuroactive ligand-receptor interaction
fluocinolone acetonide,ANXA1,0,,
fluocinolone acetonide,ANXA2,0,,
fluocinolone acetonide,ANXA3,0,,
fluocinolone acetonide,ANXA4,0,,
fluocinolone acetonide,ANXA5,0,,
dobutamine,ADRB1,10,hsa04020;hsa04022;hsa04024;hsa04080;hsa04261;hsa04540;hsa04923;hsa04924;hsa04970;hsa05414,calcium signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;neuroactive ligand-receptor interaction;adrenergic signaling in cardiomyocytes;gap junction;regulation of lipolysis in adipocytes;renin secretion;salivary secretion;dilated cardiomyopathy 
dobutamine,ADRB2,8,hsa04020;hsa04022;hsa04024;hsa04080;hsa04261;hsa04923;hsa04924;hsa04970,calcium signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;neuroactive ligand-receptor interaction;adrenergic signaling in cardiomyocytes;regulation of lipolysis in adipocytes;renin secretion;salivary secretion
dobutamine,ESR1,8,hsa01522;hsa04915;hsa04917;hsa04919;hsa04961;hsa05200;hsa05205;hsa05224,endocrine resistance;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;endocrine and other factor-regulated calcium reabsorption;pathways in cancer;proteoglycans in cancer;breast cancer
bromfenac,PTGS2,20,hsa00590;hsa01100;hsa04064;hsa04370;hsa04625;hsa04657;hsa04668;hsa04723;hsa04726;hsa04913;hsa04921;hsa04923;hsa05140;hsa05163;hsa05165;hsa05167;hsa05200;hsa05204;hsa05206;hsa05222,arachidonic acid metabolism;metabolic pathways;nf-kappa b signaling pathway;vegf signaling pathway;c-type lectin receptor signaling pathway;il-17 signaling pathway;tnf signaling pathway;retrograde endocannabinoid signaling;serotonergic synapse;ovarian steroidogenesis;oxytocin signaling pathway;regulation of lipolysis in adipocytes;leishmaniasis;human cytomegalovirus infection;human papillomavirus infection;kaposi sarcoma-associated herpesvirus infection;pathways in cancer;chemical carcinogenesis;micrornas in cancer;small cell lung cancer
bromfenac,PTGS1,5,hsa00590;hsa01100;hsa04611;hsa04726;hsa04923,arachidonic acid metabolism;metabolic pathways;platelet activation;serotonergic synapse;regulation of lipolysis in adipocytes
testosterone,AR,3,hsa04114;hsa05200;hsa05215,oocyte meiosis;pathways in cancer;prostate cancer
testosterone,ESR1,8,hsa01522;hsa04915;hsa04917;hsa04919;hsa04961;hsa05200;hsa05205;hsa05224,endocrine resistance;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;endocrine and other factor-regulated calcium reabsorption;pathways in cancer;proteoglycans in cancer;breast cancer
testosterone,NR3C2,1,hsa04960,aldosterone-regulated sodium reabsorption
hydroxychloroquine,TLR7,3,hsa04620;hsa05162;hsa05164,toll-like receptor signaling pathway;measles;influenza a
hydroxychloroquine,TLR9,8,hsa04620;hsa05142;hsa05143;hsa05144;hsa05152;hsa05162;hsa05168;hsa05235,toll-like receptor signaling pathway;chagas disease ;african trypanosomiasis;malaria;tuberculosis;measles;herpes simplex virus 1 infection;pd-l1 expression and pd-1 checkpoint pathway in cancer
hydroxychloroquine,ACE2,2,hsa04614;hsa04974,renin-angiotensin system;protein digestion and absorption
daunorubicin,TOP2A,1,hsa01524,platinum drug resistance
daunorubicin,TOP2B,1,hsa01524,platinum drug resistance
pd-0325901,MAP2K1,84,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04114;hsa04140;hsa04150;hsa04151;hsa04210;hsa04218;hsa04270;hsa04370;hsa04371;hsa04380;hsa04510;hsa04540;hsa04550;hsa04620;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04928;hsa04929;hsa04934;hsa04935;hsa05020;hsa05034;hsa05135;hsa05160;hsa05161;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235,"egfr tyrosine kinase inhibitor resistance;endocrine resistance;mapk signaling pathway;erbb signaling pathway;ras signaling pathway;rap1 signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;chemokine signaling pathway;hif-1 signaling pathway;foxo signaling pathway;sphingolipid signaling pathway;phospholipase d signaling pathway;oocyte meiosis;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;apoptosis;cellular senescence;vascular smooth muscle contraction;vegf signaling pathway;apelin signaling pathway;osteoclast differentiation;focal adhesion;gap junction;signaling pathways regulating pluripotency of stem cells;toll-like receptor signaling pathway;natural killer cell mediated cytotoxicity;t cell receptor signaling pathway;b cell receptor signaling pathway;fc epsilon ri signaling pathway;fc gamma r-mediated phagocytosis;tnf signaling pathway;long-term potentiation;neurotrophin signaling pathway;cholinergic synapse;serotonergic synapse;long-term depression;regulation of actin cytoskeleton;insulin signaling pathway;gnrh signaling pathway;progesterone-mediated oocyte maturation;estrogen signaling pathway;melanogenesis;prolactin signaling pathway;thyroid hormone signaling pathway;oxytocin signaling pathway;relaxin signaling pathway;parathyroid hormone synthesis, secretion and action;gnrh secretion;cushing syndrome;growth hormone synthesis, secretion and action;prion diseases;alcoholism;yersinia infection;hepatitis c;hepatitis b;human cytomegalovirus infection;influenza a;human papillomavirus infection;human t-cell leukemia virus 1 infection;kaposi sarcoma-associated herpesvirus infection;human immunodeficiency virus 1 infection;pathways in cancer;proteoglycans in cancer;micrornas in cancer;colorectal cancer;renal cell carcinoma;pancreatic cancer;endometrial cancer;glioma;prostate cancer;thyroid cancer;melanoma;bladder cancer;chronic myeloid leukemia;acute myeloid leukemia;non-small cell lung cancer;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer"
zidovudine,TERT,5,hsa05165;hsa05166;hsa05200;hsa05225;hsa05226,human papillomavirus infection;human t-cell leukemia virus 1 infection;pathways in cancer;hepatocellular carcinoma;gastric cancer
ag-14361,PARP1,4,hsa03410;hsa04064;hsa04210;hsa04217,base excision repair;nf-kappa b signaling pathway;apoptosis;necroptosis
nvp-bez235,ATR,7,hsa03460;hsa04110;hsa04115;hsa04218;hsa05165;hsa05166;hsa05170,fanconi anemia pathway;cell cycle;p53 signaling pathway;cellular senescence;human papillomavirus infection;human t-cell leukemia virus 1 infection;human immunodeficiency virus 1 infection
nvp-bez235,MTOR,44,hsa01521;hsa01522;hsa04012;hsa04066;hsa04072;hsa04136;hsa04140;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04218;hsa04371;hsa04630;hsa04659;hsa04714;hsa04910;hsa04919;hsa04920;hsa04930;hsa04931;hsa04935;hsa05017;hsa05131;hsa05163;hsa05165;hsa05167;hsa05168;hsa05170;hsa05200;hsa05205;hsa05206;hsa05210;hsa05212;hsa05214;hsa05215;hsa05221;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235,"egfr tyrosine kinase inhibitor resistance;endocrine resistance;erbb signaling pathway;hif-1 signaling pathway;phospholipase d signaling pathway;autophagy - other;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;longevity regulating pathway;longevity regulating pathway - multiple species;cellular senescence;apelin signaling pathway;jak-stat signaling pathway;th17 cell differentiation;thermogenesis;insulin signaling pathway;thyroid hormone signaling pathway;adipocytokine signaling pathway;type ii diabetes mellitus;insulin resistance;growth hormone synthesis, secretion and action;spinocerebellar ataxia;shigellosis;human cytomegalovirus infection;human papillomavirus infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;human immunodeficiency virus 1 infection;pathways in cancer;proteoglycans in cancer;micrornas in cancer;colorectal cancer;pancreatic cancer;glioma;prostate cancer;acute myeloid leukemia;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer"
nvp-bez235,PIK3CA,97,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05017;hsa05100;hsa05131;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05418,"inositol phosphate metabolism;metabolic pathways;egfr tyrosine kinase inhibitor resistance;endocrine resistance;platinum drug resistance;erbb signaling pathway;ras signaling pathway;rap1 signaling pathway;camp signaling pathway;chemokine signaling pathway;hif-1 signaling pathway;foxo signaling pathway;phosphatidylinositol signaling system;sphingolipid signaling pathway;phospholipase d signaling pathway;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;apoptosis;longevity regulating pathway;longevity regulating pathway - multiple species;cellular senescence;axon guidance;vegf signaling pathway;osteoclast differentiation;focal adhesion;signaling pathways regulating pluripotency of stem cells;platelet activation;toll-like receptor signaling pathway;c-type lectin receptor signaling pathway;jak-stat signaling pathway;natural killer cell mediated cytotoxicity;t cell receptor signaling pathway;b cell receptor signaling pathway;fc epsilon ri signaling pathway;fc gamma r-mediated phagocytosis;tnf signaling pathway;leukocyte transendothelial migration;neurotrophin signaling pathway;cholinergic synapse;inflammatory mediator regulation of trp channels;regulation of actin cytoskeleton;insulin signaling pathway;progesterone-mediated oocyte maturation;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;regulation of lipolysis in adipocytes;relaxin signaling pathway;gnrh secretion;type ii diabetes mellitus;insulin resistance;non-alcoholic fatty liver disease ;age-rage signaling pathway in diabetic complications;growth hormone synthesis, secretion and action;aldosterone-regulated sodium reabsorption;carbohydrate digestion and absorption;spinocerebellar ataxia;bacterial invasion of epithelial cells;shigellosis;yersinia infection;chagas disease ;amoebiasis;hepatitis c;hepatitis b;measles;human cytomegalovirus infection;influenza a;human papillomavirus infection;human t-cell leukemia virus 1 infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;epstein-barr virus infection;human immunodeficiency virus 1 infection;pathways in cancer;viral carcinogenesis;proteoglycans in cancer;micrornas in cancer;colorectal cancer;renal cell carcinoma;pancreatic cancer;endometrial cancer;glioma;prostate cancer;melanoma;chronic myeloid leukemia;acute myeloid leukemia;small cell lung cancer;non-small cell lung cancer;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer;fluid shear stress and atherosclerosis"
